Proposições;Ementa;Explicação;Autor;UF;Partido;Apresentação;Situação;Link;TipoSG
PL 2400/2019;Dispõe   sobre   o   fornecimento,   pelo   Sistema Único    de    Saúde    -    SUS,    de    transporte, alimentação   e   pousada   aos   pacientes,   cujo tratamento   se   realizar   fora   do   local   de   seu domicílio.;;Boca Aberta;PR;PROS;2019-04-17;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2198612;PL
PL 2398/2019;Determina   o   custeio   pelo   Sistema   Único   de Saúde SUS, do tratamento psicológico a pessoas vítimas    de    violência    sexual    e    dá    outras providências.;;Boca Aberta;PR;PROS;2019-04-17;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2198610;PL
PL 2397/2019;Dispõe sobre a implantação do Prontuário Eletrônico do Paciente - PEP na rede pública de saúde.;;Boca Aberta;PR;PROS;2019-04-17;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2198608;PL
PL 2396/2019;Dispõe  sobre  a  adoção  e  manutenção,  pelas instituições    e    profissionais    de    saúde,    do Prontuário  Médico  Obrigatório  -  PMO,  e  dá outras providências.;;Boca Aberta;PR;PROS;2019-04-17;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2198607;PL
PL 2281/2019;Altera a Lei nº 8.080, de 19 de setembro de 1990 (Lei Orgânica da Saúde), dispondo sobre o ressarcimento,  pelo  Sistema Único  de  Saúde,  dos gastos  com  medicamentos  de  uso  contínuos  não disponíveis na rede local do Sistema.;;Boca Aberta;PR;PROS;2019-04-15;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2198017;PL
PL 2278/2019;Altera o Decreto-Lei n. 2.848, de 07 de dezembro de 1940 - Código Penal para incluir como crime inafiançável e aumentar a pena do agente público e que desviar verbas públicas destinadas à saúde, à educação e a segurança pública apropriando-se delas, desviando-as ou empregando-as irregularmente.;;Boca Aberta;PR;PROS;2019-04-15;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2198014;PL
PL 2142/2019;Determina a obrigatoriedade de os agentes políticos eleitos utilizarem Serviço Único de Saúde-SUS durante o mandato eletivo.;;Boca Aberta;PR;PROS;2019-04-09;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2197237;PL
PL 2136/2019;Torna obrigatória a implantação de Cartão Ponto Eletrônico Digital em todas as Unidades de Saúde que são mantidas pelo SUS e, proíbe o uso de telefones celulares e dá outras providências.;;Boca Aberta;PR;PROS;2019-04-09;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2197230;PL
PL 3308/2021;Autoriza o Governo Federal a criar o Sistema Único de Saúde Animal (Susa) visando, regulamentar as ações e serviços de saúde e bem-estar animal nos poderes publicos nacional, estadual e municipal;;"Reginaldo Lopes;Enio Verri";"MG;PR";"PT;PT";2021-09-24;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2300298;PL
PL 2671/2021;Institui a Semana Nacional em Apoio e Defesa dos Direitos das Vítimas da COVID-19.;;"Pedro Uczai;Nilto Tatto;Célio Moura;José Ricardo;Waldenor Pereira;Paulo Teixeira;Padre João;Leo de Brito;Beto Faro;Benedita da Silva;João Daniel;Valmir Assunção;Bohn Gass;Marcon;Marília Arraes;Frei Anastacio Ribeiro;José Guimarães;Professora Rosa Neide;Rejane Dias;Carlos Zarattini;Paulo Pimenta;Vicentinho;Paulão;Rogério Correia;Erika Kokay;Leonardo Monteiro;Afonso Florence;Zé Carlos;Paulo Guedes;Merlong Solano;Luizianne Lins;Alencar Santana;Carlos Veras;Gleisi Hoffmann;Airton Faleiro;Enio Verri;Natália Bonavides";"SC;SP;TO;AM;BA;SP;MG;AC;PA;RJ;SE;BA;RS;RS;PE;PB;CE;MT;PI;SP;RS;SP;AL;MG;DF;MG;BA;MA;MG;PI;CE;SP;PE;PR;PA;PR;RN";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2021-08-03;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2292121;PL
PL 2670/2021;Institui o Dia Nacional em Memória das Vítimas da COVID-19.;;"Pedro Uczai;Nilto Tatto;Célio Moura;José Ricardo;Waldenor Pereira;Paulo Teixeira;Padre João;Leo de Brito;Beto Faro;Benedita da Silva;João Daniel;Valmir Assunção;Bohn Gass;Marcon;Marília Arraes;Frei Anastacio Ribeiro;José Guimarães;Professora Rosa Neide;Patrus Ananias;Rejane Dias;Carlos Zarattini;Paulo Pimenta;Vicentinho;Paulão;Rogério Correia;Leonardo Monteiro;Erika Kokay;Afonso Florence;Zé Carlos;Merlong Solano;Luizianne Lins;Alencar Santana;Carlos Veras;Gleisi Hoffmann;Airton Faleiro;Enio Verri;Natália Bonavides";"SC;SP;TO;AM;BA;SP;MG;AC;PA;RJ;SE;BA;RS;RS;PE;PB;CE;MT;MG;PI;SP;RS;SP;AL;MG;MG;DF;BA;MA;PI;CE;SP;PE;PR;PA;PR;RN";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2021-08-03;Devolvida ao Autor;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2292120;PL
PL 1865/2021;Determina que gestantes, puérperas e lactantes de até dois anos, sem comorbidades, sejam incluídas na lista de prioridades do Plano Nacional de Imunização – Covid 19. ;;"Alexandre Padilha;Marília Arraes;Nilto Tatto;José Ricardo;Pedro Uczai;Rejane Dias;Carlos Zarattini;Afonso Florence;Rogério Correia;Vander Loubet;Erika Kokay;Padre João;Valmir Assunção;Enio Verri;Marcon;Helder Salomão;Paulo Teixeira;Benedita da Silva;Professora Rosa Neide;Vicentinho;Gleisi Hoffmann;Alencar Santana;Leo de Brito;Célio Moura;Henrique Fontana;Waldenor Pereira;Paulão;Zé Carlos;Frei Anastacio Ribeiro;Leonardo Monteiro;Maria do Rosário;Paulo Pimenta;João Daniel;José Guimarães;Airton Faleiro;Merlong Solano;Jorge Solla;Rubens Otoni;Odorico Monteiro;Jaqueline Cassol;Tereza Nelma;Luiza Erundina;Odair Cunha;Zeca Dirceu;Eduardo da Fonte;Iracema Portella;Danilo Cabral;Daniela do Waguinho;Carla Dickson;Fernanda Melchionna;Talíria Petrone";"SP;PE;SP;AM;SC;PI;SP;BA;MG;MS;DF;MG;BA;PR;RS;ES;SP;RJ;MT;SP;PR;SP;AC;TO;RS;BA;AL;MA;PB;MG;RS;RS;SE;CE;PA;PI;BA;GO;CE;RO;AL;SP;MG;PR;PE;PI;PE;RJ;RN;RS;RJ";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PSB;PP;PSDB;PSOL;PT;PT;PP;PP;PSB;MDB;PROS;PSOL;PSOL";2021-05-18;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2283407;PL
PL 1588/2021;Estabelece compensação financeira a criança ou adolescente, de 0 a 17 anos, afastado do convívio familiar em razão de óbito dos genitores ou responsáveis por COVID-19 e dá outras providências.;;"Valmir Assunção;Marília Arraes;Beto Faro;Marcon;Professora Rosa Neide;Nilto Tatto;Frei Anastacio Ribeiro;Bohn Gass;Célio Moura;José Guimarães;Airton Faleiro;Erika Kokay;Patrus Ananias;José Ricardo;Afonso Florence;Paulo Pimenta;Alencar Santana;Paulo Guedes;Paulo Teixeira;Waldenor Pereira;Vander Loubet;Rubens Otoni;Carlos Veras;Gleisi Hoffmann;Merlong Solano;Jorge Solla;Zeca Dirceu;Luizianne Lins;Paulão;Leonardo Monteiro;Pedro Uczai;Helder Salomão;Reginaldo Lopes;Zé Carlos;Leo de Brito;Vicentinho;Carlos Zarattini;Benedita da Silva;Alexandre Padilha;Rogério Correia;Padre João;Natália Bonavides;Enio Verri;HENRIQUE AFONSO;Rui Falcão;Rejane Dias;João Daniel";"BA;PE;PA;RS;MT;SP;PB;RS;TO;CE;PA;DF;MG;AM;BA;RS;SP;MG;SP;BA;MS;GO;PE;PR;PI;BA;PR;CE;AL;MG;SC;ES;MG;MA;AC;SP;SP;RJ;SP;MG;MG;RN;PR;SP;PI;SE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2021-04-28;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2279646;PL
PL 1069/2021;Dispõe sobre a obrigatoriedade da instalação de usinas geradoras de oxigênio medicinal nos estabelecimentos de saúde hospitalares e de internação e dá outras providências.;;"José Ricardo;Alexandre Padilha;Célio Moura;Alencar Santana;Maria do Rosário;Carlos Veras;Bohn Gass;Nilto Tatto;Marcon;Frei Anastacio Ribeiro;João Daniel;Helder Salomão;Paulo Guedes;Rogério Correia;Airton Faleiro;Patrus Ananias;Beto Faro;José Guimarães;Carlos Zarattini;Paulão;Professora Rosa Neide;Pedro Uczai;Leo de Brito;Henrique Fontana;Vicentinho;Valmir Assunção;Afonso Florence;Jorge Solla;Paulo Pimenta;Gleisi Hoffmann;Waldenor Pereira;Paulo Teixeira;Padre João;Vander Loubet;Leonardo Monteiro;Rubens Otoni;Marília Arraes;Enio Verri;Merlong Solano;Odair Cunha;Reginaldo Lopes;Rejane Dias;Erika Kokay;Rui Falcão;Joseildo Ramos;Natália Bonavides";"AM;SP;TO;SP;RS;PE;RS;SP;RS;PB;SE;ES;MG;MG;PA;MG;PA;CE;SP;AL;MT;SC;AC;RS;SP;BA;BA;BA;RS;PR;BA;SP;MG;MS;MG;GO;PE;PR;PI;MG;MG;PI;DF;SP;BA;RN";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2021-03-25;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2275461;PL
PL 823/2021;"Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da Covid–19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho II).

NOVA EMENTA: Dispõe sobre medidas emergenciais de amparo à agricultura familiar, para mitigar os impactos socioeconômicos da Covid-19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho II).";;"Pedro Uczai;Erika Kokay;Jorge Solla;Carlos Veras;Maria do Rosário;Valmir Assunção;Marcon;Rogério Correia;Leo de Brito;José Guimarães;Marília Arraes;Célio Moura;José Ricardo;Beto Faro;Padre João;João Daniel;Benedita da Silva;Afonso Florence;Bohn Gass;Alencar Santana;Airton Faleiro;Rubens Otoni;Rejane Dias;Paulo Teixeira;Vander Loubet;Patrus Ananias;Enio Verri;Natália Bonavides;Henrique Fontana;Leonardo Monteiro;Professora Rosa Neide;Gleisi Hoffmann;Vicentinho;José Airton Félix Cirilo;Alexandre Padilha;Waldenor Pereira;Frei Anastacio Ribeiro;Merlong Solano;Nilto Tatto;Helder Salomão;Paulo Pimenta;Paulão;Zé Carlos;Zé Neto;Paulo Guedes;Carlos Zarattini;Rui Falcão;Zeca Dirceu;Joseildo Ramos;Odair Cunha";"SC;DF;BA;PE;RS;BA;RS;MG;AC;CE;PE;TO;AM;PA;MG;SE;RJ;BA;RS;SP;PA;GO;PI;SP;MS;MG;PR;RN;RS;MG;MT;PR;SP;CE;SP;BA;PB;PI;SP;ES;RS;AL;MA;BA;MG;SP;SP;PR;BA;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2021-03-10;Transformado em Norma Jurídica;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2273510;PL
PL 456/2021;Institui auxílio emergencial complementar no valor de R$ 600,00 (seiscentos reais) aos trabalhadores habitantes de estados e municípios onde o Número Reprodutivo Efetivo da Covid-19 esteja acima de 1,0 e o gestor local tenha publicado Ato Administrativo com o objetivo de controlar a transmissão do vírus.;;"Eduardo Bismarck;Enio Verri;Geninho Zuliani;José Guimarães;Robério Monteiro;Professor Israel Batista;Fábio Henrique;Pedro Augusto Bezerra;Vander Loubet;Maria do Rosário;Jesus Sérgio;Eduardo Costa;Tereza Nelma;Erika Kokay;Bohn Gass;Célio Studart;Lídice da Mata";"CE;PR;SP;CE;CE;DF;SE;CE;MS;RS;AC;PA;AL;DF;RS;CE;BA";"PDT;PT;DEM;PT;PDT;PV;PDT;PTB;PT;PT;PDT;PTB;PSDB;PT;PT;PV;PSB";2021-02-12;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2270279;PL
PL 69/2021;Altera a Lei nº 6.360, de 23 de setembro de 1976, para permitir a aquisição de medicamento ou vacina ainda sem registro na Anvisa, em caso de emergência de saúde pública, quando o produto já tiver sido aprovado para uso em órgão sanitário estrangeiro de reconhecida relevância.;;"Helder Salomão;Professora Rosa Neide;Jorge Solla;Afonso Florence;Padre João;Leonardo Monteiro;Marília Arraes;Nilto Tatto;Paulão;Rachel Marques;Enio Verri;Alencar Santana;Airton Faleiro;Valmir Assunção;Vander Loubet;José Airton Félix Cirilo;Leo de Brito;Gleisi Hoffmann;Patrus Ananias;Erika Kokay;José Guimarães;Frei Anastacio Ribeiro;Waldenor Pereira;Paulo Pimenta;Merlong Solano;Benedita da Silva;Pedro Uczai;José Ricardo;Rui Falcão;Paulo Teixeira;Vicentinho;Rubens Otoni;João Daniel;Rogério Correia;Marcon;Maria do Rosário";"ES;MT;BA;BA;MG;MG;PE;SP;AL;CE;PR;SP;PA;BA;MS;CE;AC;PR;MG;DF;CE;PB;BA;RS;PI;RJ;SC;AM;SP;SP;SP;GO;SE;MG;RS;RS";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2021-02-03;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2268713;PL
PL 4992/2020;Acrescenta dispositivo à Lei no 6.259, de 30 de outubro de 1975, que dispõe sobre a organização das ações de Vigilância Epidemiológica, sobre o Programa Nacional de Imunizações, estabelece normas relativas à notificação compulsória de doenças, e dá outras providências, para incluir no Programa Nacional de Imunizações a Vacina contra a COVID-19, de caráter obrigatório.;;"Gleisi Hoffmann;Enio Verri;Rejane Dias;Waldenor Pereira;Alencar Santana;Célio Moura;Beto Faro;Natália Bonavides;João Daniel;Professora Rosa Neide;Pedro Uczai;Maria do Rosário;Helder Salomão;Paulão;Airton Faleiro;Valmir Assunção;Paulo Pimenta;Marcon;Paulo Guedes;Vicentinho;Patrus Ananias;Rogério Correia;Nilto Tatto;Rui Falcão;José Guimarães;Carlos Veras;Henrique Fontana;Leonardo Monteiro;Vander Loubet;Padre João;Luizianne Lins;Erika Kokay;Frei Anastacio Ribeiro;Afonso Florence;Bohn Gass;Jorge Solla;Benedita da Silva;Margarida Salomão;Zé Carlos;José Ricardo;José Airton Félix Cirilo;Rubens Otoni;Odair Cunha";"PR;PR;PI;BA;SP;TO;PA;RN;SE;MT;SC;RS;ES;AL;PA;BA;RS;RS;MG;SP;MG;MG;SP;SP;CE;PE;RS;MG;MS;MG;CE;DF;PB;BA;RS;BA;RJ;MG;MA;AM;CE;GO;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-10-21;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2264573;PL
PL 4565/2020;Altera a redação da Lei nº 14.020, de 6 de julho de 2020, para compensar os empregados que estejam exercendo suas atividades de forma presencial durante o estado de emergência pública causada pelo coronavírus (covid-19).;;"Erika Kokay;Paulo Teixeira;Frei Anastacio Ribeiro;Enio Verri;Marcon;Helder Salomão;Nilto Tatto";"DF;SP;PB;PR;RS;ES;SP";"PT;PT;PT;PT;PT;PT;PT";2020-09-14;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2262860;PL
PL 4366/2020;Acrescenta os  §4º, §5°, §6º, §7º e §8° ao Art. 3º - J da Lei 13.979 de 6 de fevereiro de 2020 que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente de coronavírus responsável pelo surto de 2019 para garantir a testagem gratuita e obrigatória, acompanhamento psicológico, local de descanso entre e intra jornadas aos profissionais essenciais ao controle do novo coronavírus entre outras providências;;"Maria do Rosário;Jorge Solla;Arlindo Chinaglia;Erika Kokay;Beto Faro;Valmir Assunção;Pedro Uczai;Paulo Teixeira;Célio Moura;Alencar Santana;Enio Verri;Rogério Correia;Marília Arraes;Carlos Veras;Reginaldo Lopes;José Guimarães;Waldenor Pereira;Luizianne Lins;Leonardo Monteiro;Frei Anastacio Ribeiro;Odair Cunha;Joseildo Ramos;Vander Loubet;Padre João;Benedita da Silva;Zé Carlos;Professora Rosa Neide;Henrique Fontana;Margarida Salomão;Nilto Tatto;Helder Salomão;João Daniel;Airton Faleiro;Paulo Pimenta;Vicentinho;Paulão;Marcon;José Ricardo;Alexandre Padilha;Gleisi Hoffmann;Paulo Guedes;Rejane Dias;Afonso Florence;Natália Bonavides;Patrus Ananias;Zeca Dirceu;Rubens Otoni";"RS;BA;SP;DF;PA;BA;SC;SP;TO;SP;PR;MG;PE;PE;MG;CE;BA;CE;MG;PB;MG;BA;MS;MG;RJ;MA;MT;RS;MG;SP;ES;SE;PA;RS;SP;AL;RS;AM;SP;PR;MG;PI;BA;RN;MG;PR;GO";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-08-26;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2261038;PL
PL 3854/2020;Veda a recontagem de prazo de carência de planos e seguros privados de saúde cujos contratos tenham sido encerrados  durante o período da vigência da emergência sanitária decorrente da pandemia do COVID-19.;;"Helder Salomão;Maria do Rosário;João Daniel;Patrus Ananias;José Ricardo;Marília Arraes;Paulo Teixeira;Marcon;José Guimarães;Valmir Assunção;Nilto Tatto;Célio Moura;Enio Verri;Paulo Pimenta;Joseildo Ramos;Airton Faleiro;Beto Faro;Pedro Uczai;Vander Loubet;Jorge Solla;Rogério Correia;Benedita da Silva;Rubens Otoni;Professora Rosa Neide;Waldenor Pereira;Frei Anastacio Ribeiro;Alexandre Padilha;Afonso Florence;Paulão;Carlos Veras;Gleisi Hoffmann;Luizianne Lins;Erika Kokay";"ES;RS;SE;MG;AM;PE;SP;RS;CE;BA;SP;TO;PR;RS;BA;PA;PA;SC;MS;BA;MG;RJ;GO;MT;BA;PB;SP;BA;AL;PE;PR;CE;DF";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-07-17;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2257942;PL
PL 3752/2020;Institui o Sistema Nacional de Informações relativas a Covid-19.;;"Célio Moura;Enio Verri;Beto Faro;João Daniel;Marília Arraes;Pedro Uczai;Carlos Veras;Bohn Gass;Luizianne Lins;Valmir Assunção;Afonso Florence;Nilto Tatto;Jorge Solla;Patrus Ananias;Alexandre Padilha;José Ricardo;Airton Faleiro;Rogério Correia;José Guimarães;Marcon;Vicentinho;Maria do Rosário;Zé Carlos;Erika Kokay;Frei Anastacio Ribeiro;Rubens Otoni;Paulão;Padre João;Zeca Dirceu;Leonardo Monteiro;Waldenor Pereira;Helder Salomão;Professora Rosa Neide;Henrique Fontana;Merlong Solano;Arlindo Chinaglia;Margarida Salomão;Rui Falcão;Paulo Teixeira;Benedita da Silva;Paulo Guedes;Vander Loubet";"TO;PR;PA;SE;PE;SC;PE;RS;CE;BA;BA;SP;BA;MG;SP;AM;PA;MG;CE;RS;SP;RS;MA;DF;PB;GO;AL;MG;PR;MG;BA;ES;MT;RS;PI;SP;MG;SP;SP;RJ;MG;MS";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-07-13;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2257473;PL
PL 3699/2020;Acrescenta o § 14o ao art. 2o da Lei nº 13.982, de 2 de abril de 2020, e o inciso XV ao art. 5o da Lei nº 9.998, de 17 de agosto de 2000, para dispor sobre a distribuição gratuita de equipamentos de informática destinados ao uso educacional para alunos das escolas das redes públicas de ensino federal, estadual, distrital, municipal ou das escolas sem fins lucrativos de atendimento a pessoas com deficiência, durante o período de enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (Covid-19).     ;;"Zé Neto;Enio Verri;Frei Anastacio Ribeiro;Alencar Santana;José Ricardo;Patrus Ananias;Afonso Florence;José Guimarães;Luizianne Lins;Paulo Teixeira;Carlos Veras;Beto Faro;João Daniel;Marília Arraes;Vander Loubet;Célio Moura;Rui Falcão;Pedro Uczai;Padre João;Nilto Tatto;Paulão;Rogério Correia;Marcon;Leonardo Monteiro;Valmir Assunção;Joseildo Ramos;Paulo Pimenta;Margarida Salomão;Erika Kokay;Airton Faleiro;Professora Rosa Neide;José Airton Félix Cirilo;Zeca Dirceu;Reginaldo Lopes;Rubens Otoni;Waldenor Pereira;Vicentinho;Henrique Fontana;Zé Carlos;Gleisi Hoffmann;Benedita da Silva;Paulo Guedes;Odair Cunha;Helder Salomão;Alexandre Padilha;Carlos Zarattini;Bohn Gass;Jorge Solla;Rejane Dias;Natália Bonavides";"BA;PR;PB;SP;AM;MG;BA;CE;CE;SP;PE;PA;SE;PE;MS;TO;SP;SC;MG;SP;AL;MG;RS;MG;BA;BA;RS;MG;DF;PA;MT;CE;PR;MG;GO;BA;SP;RS;MA;PR;RJ;MG;MG;ES;SP;SP;RS;BA;PI;RN";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-07-08;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2257014;PL
